delta,alpha,beta,omega,gamma,x_mean,x_rms,x_max,x_min,x_std,dom_freq,periodic,label_gamma,base_id
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1,-0.04266024205872243,0.612370454771173,1.0570395131159447,-1.057081555936198,0.6108827036544286,0.004998999999999999,False,0.1,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.25555555555555554,0.0002877321109372815,0.8138814224033946,1.438913549443477,-1.3812299986892767,0.8138813715423182,0.09498099999999998,True,0.25555555555555554,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.4111111111111111,-0.0020557222849298513,0.8544883607400425,1.5205392152730666,-1.5653697871858867,0.8544858879151207,0.09498099999999998,True,0.4111111111111111,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.5666666666666667,0.03851008355762934,0.8888315780319843,1.7003261843459332,-1.711713978937315,0.8879969299334383,0.09498099999999998,True,0.5666666666666667,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.7222222222222222,0.1327229840773064,0.9191370347844181,1.749736928707485,-1.8126127320033578,0.9095039847135952,0.09498099999999998,True,0.7222222222222222,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.8777777777777778,0.3290555833855752,1.050718812532824,1.6440875528955168,-1.8879805591101124,0.9978639416539542,0.09498099999999998,True,0.8777777777777778,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,1.0333333333333334,0.33379037329832356,1.0745662389926722,1.6654523402066146,-1.9568721495434913,1.0214091191467907,0.09498099999999998,True,1.0333333333333334,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,1.188888888888889,-0.33682150985814563,1.0919603608459372,2.016771467296087,-1.9937032128165288,1.0387149272806608,0.09498099999999998,True,1.188888888888889,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,1.3444444444444446,-0.21583879627037572,1.1058957841001438,2.1157509366167195,-2.0570484184825495,1.0846285536141056,0.09498099999999998,True,1.3444444444444446,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,1.5,-0.2715450447164724,1.118780171448178,2.2104893901896014,-2.088361353512189,1.0853259237277728,0.09498099999999998,True,1.5,0
0.2056822995072799,0.022131947139154118,0.8912094095005791,1.2755639424726894,0.1,0.0023420146049772596,0.0484364472586855,0.18761277618698138,-0.08571947548316486,0.0483797932057744,0.20495899999999997,False,0.1,5
0.2056822995072799,0.022131947139154118,0.8912094095005791,1.2755639424726894,0.25555555555555554,0.0008017663463713539,0.11714482067506812,0.32791787306909176,-0.2691311385843321,0.11714207690543861,0.20495899999999997,True,0.25555555555555554,5
0.2056822995072799,0.022131947139154118,0.8912094095005791,1.2755639424726894,0.4111111111111111,0.001247382285818228,0.19114876793278354,0.4593571220074395,-0.44680970497018757,0.19114469785911975,0.20495899999999997,True,0.4111111111111111,5
0.2056822995072799,0.022131947139154118,0.8912094095005791,1.2755639424726894,0.5666666666666667,0.0025842853484305452,0.2671359262915727,0.5810546134064452,-0.6214933910357721,0.267123425750896,0.20495899999999997,True,0.5666666666666667,5
