delta,alpha,beta,omega,gamma,x_mean,x_rms,x_max,x_min,x_std,dom_freq,periodic,label_gamma,base_id
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1,-0.04266024205872243,0.612370454771173,1.0570395131159447,-1.057081555936198,0.6108827036544286,0.004998999999999999,False,0.1,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.107035175879397,0.11336177430694828,0.6048068003106567,1.0612378056381724,-1.0597815618681359,0.5940878502612178,0.029993999999999993,False,0.107035175879397,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.11407035175879397,0.13655825239600183,0.6160383179046595,1.0758596257678923,-1.0838831921294887,0.600712121427021,0.09498099999999998,False,0.11407035175879397,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.12110552763819096,-0.05772883112267698,0.6417119035962627,1.1041169458383653,-1.1068772512337623,0.6391099664958673,0.09498099999999998,False,0.12110552763819096,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.12814070351758794,0.024553267024257867,0.724137561108441,1.2137032836726225,-1.2170063163790596,0.7237211786914326,0.09498099999999998,True,0.12814070351758794,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.13517587939698494,0.006916763454960692,0.6719363920354812,1.2305280279646171,-1.234725427407631,0.671900791281695,0.09498099999999998,False,0.13517587939698494,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.14221105527638192,-0.020292524076779228,0.7579182122452088,1.2427667290578164,-1.2493684402342293,0.7576465072311538,0.09498099999999998,True,0.14221105527638192,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1492462311557789,-0.016936329019875854,0.7507836175997606,1.2589000051777839,-1.2699665602987416,0.7505925667201309,0.09498099999999998,True,0.1492462311557789,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.15628140703517587,0.0473951111559482,0.7365912429039044,1.266762283412929,-1.2721918432599213,0.7350648696280037,0.09498099999999998,True,0.15628140703517587,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.16331658291457285,-0.00046390518546788825,0.7446485477698791,1.2701776635459496,-1.2930599352234435,0.7446484032667826,0.09498099999999998,True,0.16331658291457285,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.17035175879396985,0.0008734278609903527,0.7745421270068015,1.2899835639427026,-1.314286956256595,0.7745416345374804,0.09498099999999998,True,0.17035175879396985,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.17738693467336683,0.0007746277172558706,0.7826448632044446,1.3014637543349443,-1.3268647020177828,0.7826444798580027,0.09498099999999998,True,0.17738693467336683,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1844221105527638,0.0008402282631475544,0.7869009433469631,1.3403673413430621,-1.3072339192566969,0.78690049476208,0.09498099999999998,True,0.1844221105527638,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1914572864321608,0.0003829943542793444,0.7903957618066118,1.3456513872592204,-1.3326299122596128,0.7903956690146895,0.09498099999999998,True,0.1914572864321608,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.1984924623115578,4.752931158033675e-05,0.7935272540404769,1.339101653671621,-1.3584452073288493,0.7935272526170629,0.09498099999999998,True,0.1984924623115578,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.20552763819095476,4.821425615158432e-05,0.7964393566136282,1.327662002402829,-1.3746007520439154,0.7964393551542487,0.09498099999999998,True,0.20552763819095476,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.21256281407035177,0.0002858433595377591,0.7991756347845966,1.3360160388488012,-1.3842118211345713,0.7991755836654025,0.09498099999999998,True,0.21256281407035177,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.21959798994974875,0.0006045251604838284,0.8017723787953049,1.3591787326733158,-1.3896203840897356,0.8017721508935144,0.09498099999999998,True,0.21959798994974875,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.22663316582914572,0.0008737410541640116,0.8042707392191886,1.3790427894703476,-1.391773761953757,0.804270264613053,0.09498099999999998,True,0.22663316582914572,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.2336683417085427,0.0009974541419432456,0.806701178197801,1.396697243580297,-1.39165113233156,0.8067005615412419,0.09498099999999998,True,0.2336683417085427,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.2407035175879397,0.0009322342437657198,0.8090751858964113,1.4121408731004663,-1.3895650581819634,0.809074648825822,0.09498099999999998,True,0.2407035175879397,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.24773869346733668,0.0006940004256422725,0.8113895234484642,1.4257947877508534,-1.3863284991201692,0.8113892266510168,0.09498099999999998,True,0.24773869346733668,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.25477386934673363,0.00033307523587120896,0.8136362375551617,1.437854078944268,-1.381883968831713,0.8136361693802745,0.09498099999999998,True,0.25477386934673363,0
0.16772546041219238,-0.4030177131717534,0.8142257405942803,0.5919159421350969,0.26180904522613063,-0.00010011647632371989,0.8158101536912928,1.4485607880430977,-1.3768500359484663,0.8158101475481303,0.09498099999999998,True,0.26180904522613063,0
